label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
1	517 mph	1.4079	Fabrice	BASEBALL	-367	Andrew	-224 m/s	1401	716	544	1.2916	0.5095	Bioinformatics	506	0.3289
1	499 mph	-0.7226	Fabrice	volleyball	306	Andrew	2064 m/s	461	996	-16	0.166	0.7377	Bioinformatics	-599	0.4773
7	1182 mph	-0.5887	Inan	basketball	-211	Inan	-323 m/s	1349	-276	1546	-1.2867	0.2903	Computational Media	-1357	0.1604
1	906 mph	0.5405	Andrew	baseball	-726	CHRIS	1031 m/s	666	475	-724	0.5408	1.5271	bIOINFORMATICS	-605	-0.3497
4	593 mph	1.5894	Chris	volleyball	802	Vani	-435 m/s	-111	1482	1248	-0.3736	1.2584	Computer Engineering	-1507	0.4992
1	1172 mph	-1.1726	Fabrice	baseball	1510	Sam	-1393 m/s	1377	1192	31	1.5666	0.016	Bioinformatics	767	-0.0233
0	508 mph	0.1345	Lise	badminton	1635	Michael	1493 m/s	1316	662	-228	1.3019	-0.0515	Statistics	1307	0.9154
2	-268 mph	0.6219	Vani	Track & Field	1834	LISE	1294 m/s	-182	1356	-498	-0.8804	1.3035	Applied Mathematics	524	0.881
7	323 mph	0.1748	Vani	Track & Field	2250	Inan	80 m/s	2586	-301	-812	0.3246	0.3844	Computational Media	289	1.7452
3	-319 mph	0.1911	Andrew	soccer	312	Tony	614 m/s	613	1125	503	0.2045	0.069	Computer Science	1717	-0.1239
5	436 mph	-0.3239	Michael	football	158	Sam	1292 m/s	-283	-104	194	1.5945	2.4018	Biotechnology	1002	1.5794
7	NULL	-0.0308	Inan	tennis	-202	Inan	1686 m/s	698	716	-120	0.1231	1.1161	Computational Media	2541	1.0
4	-955 mph	0.042	Fabrice	badminton	1835	Vani	1255 m/s	2004	945	212	-0.0165	1.8307	Robotics Engineering	-69	-0.9229
3	1381 mph	0.0158	None	soccer	2065	Tony	1954 m/s	50	800	280	-1.2787	0.1649	Computer Science	129	-0.2931
0	-757 mph	0.0729	Lise	motor sports	1096	Michael	2270 m/s	803	629	890	1.1113	-0.6629	Electrical Engineering	-743	NULL
7	850 mph	-0.1963	Inan	running	1815	Inan	866 m/s	962	445	-727	-0.1663	1.3126	Computational Media	1101	1.5199
0	-558 mph	0.9143	Lise	motor sports	1495	Michael	-79 m/s	403	-1223	1705	0.412	0.6817	Bioengineering	1765	0.9398
6	1242 mph	0.9268	Tony	golf	1925	Chris	1952 m/s	-227	625	-691	0.2928	1.7831	Computer Game Design	1262	1.7118
0	899 mph	0.4772	Andrew	boxing	14	Eriq	1493 m/s	-214	366	739	-1.0302	-0.0374	Statistics	2033	-1.6974
5	-544 mph	-0.7922	Chris	running	430	Sam	680 m/s	860	1122	697	-0.2061	1.4367	Biotechnology	1097	1.2804
3	-406 mph	0.5969	Andrew	soccer	274	Tony	881 m/s	NULL	400	261	-0.4884	0.1883	Computer Science	1957	1.3574
5	-1965 mph	-0.2162	Sam	running	-228	Sam	-246 m/s	1377	889	1288	-0.263	0.6485	Biotechnology	593	0.464
4	14 mph	0.8176	Chris	running	1441	Vani	475 m/s	606	630	728	1.2589	0.3572	Robotics Engineering	816	0.9065
0	697 mph	-0.2869	Lise	motor sports	540	Michael	-74 m/s	1670	712	1867	1.2924	-0.6812	Bioengineering	73	1.2989
5	-182 mph	-0.5676	Michael	football	n/a	sAM	-96 m/s	628	-428	975	0.6088	1.6562	Biotechnology	-1203	1.225
2	741 mph	1.9621	Vani	track & field	-391	Reilly	1025 m/s	253	627	256	-0.2428	1.7458	Applied Mathematics	-319	0.8055
7	712 mph	0.4052	Chris	tennis	1087	Inan	356 m/s	520	-138	388	-0.2286	0.6156	Technology and Information Management	-695	-1.0043
1	977 mph	-0.2441	Fabrice	baseball	-363	Andrew	47 m/s	1197	-832	1261	0.5089	-0.081	Bioinformatics	2249	0.081
5	392 mph	-0.83	Sam	running	2440	Sam	-406 m/s	120	751	807	0.91	2.3778	Biotechnology	464	-1.3517
2	1199 mph	1.95	Reilly	track & field	-1144	Reilly	1464 m/s	841	1150	1920	-1.4372	1.4287	Bioinformatics	469	-0.9934
5	-196 mph	-0.3324	Eriq	running	461	Sam	1340 m/s	393	-424	1722	-1.0873	1.0584	Biotechnology	276	-0.5666
7	-432 mph	-0.6994	Inan	basketball	392	iNAN	-355 m/s	1253	-541	151	0.4765	0.4017	Computational Media	1026	-0.3061
1	1218 mph	0.5349	Fabrice	baseball	-99	Andrew	-568 m/s	1431	470	-1323	1.474	0.4201	Bioinformatics	431	0.1123
6	-528 mph	1.6157	N/A	GOLF	915	Michael	445 m/s	N/A	447	-71	1.2059	0.3188	Games and Playable Media	1287	-0.2132
5	-706 mph	-0.0124	Michael	football	391	Sam	1763 m/s	1295	-802	1115	0.6768	-0.0347	Biotechnology	1529	0.1339
3	411 mph	0.5716	Andrew	soccer	1090	Tony	309 m/s	81	1460	1194	1.2545	0.2533	Bioengineering	-5	1.5908
5	542 mph	-0.1966	Sam	RUNNING	1143	Sam	1363 m/s	398	-175	-227	0.5644	2.0558	Biotechnology	-309	0.469
7	147 mph	-0.1135	Inan	basketball	2357	Inan	2761 m/s	601	243	1003	0.6852	0.0476	Computer Engineering	-1103	-0.3359
6	1207 mph	1.338	Tony	golf	1746	Chris	1061 m/s	-827	1203	1552	0.0189	-0.7375	Applied Mathematics	-423	0.4847
3	13 mph	0.176	Andrew	soccer	848	Tony	-280 m/s	1780	61	131	-0.2501	1.2747	nATURAL lANGUAGE pROCESSING	2053	1.6794
3	-424 mph	?	Andrew	soccer	-105	Tony	2095 m/s	981	2733	1392	-0.048	1.4209	Computer Science	373	0.9213
3	592 mph	0.4804	Andrew	soccer	984	Tony	886 m/s	85	-86	97	-0.5776	1.1527	Computer Science	717	0.3773
7	-311 mph	-0.0705	Andrew	basketball	386	Inan	836 m/s	1303	743	50	-1.022	1.2033	Computational Media	1290	-0.5206
5	103 mph	-0.1761	Sam	football	786	Michael	707 m/s	868	744	-833	0.218	2.5143	Biotechnology	611	-0.0481
4	247 mph	0.7033	Chris	boxing	433	Vani	1160 m/s	1252	1572	-105	0.2432	0.1486	Technology and Information Management	-186	0.003
2	-517 mph	1.4358	Vani	track & field	-1605	Reilly	430 m/s	1203	2073	-608	0.9218	0.5452	Applied Mathematics	102	-0.2465
4	-191 mph		Chris	volleyball	1410	Vani	1213 m/s	-673	2258	1057	-0.7084	2.9526	Computer Engineering	722	0.2643
0	634 mph	0.0542	Lise	motor sports	718	Eriq	1336 m/s	1160	-417	1896	-0.0268	1.2975	Statistics	652	1.7935
7	-239 mph	-0.4102	Inan	basketball	2480	Inan	1383 m/s	390	752	896	1.0607	0.9442	Computational Media	189	0.4247
2	60 mph	0.9908	Vani	track & field	676	Reilly	869 m/s	-923	958	-364	-1.1896	1.4656	Data Science	961	1.2295
2	369 mph	1.4485	Andrew	track & field	801	Lise	1067 m/s	671	1895	-642	0.5487	0.8403	Data Science	802	-0.1535
1	1237 mph	-0.0463	Fabrice	baseball	75	Andrew	1542 m/s	1127	1787	2124	2.2056	0.5118	Bioinformatics	56	-1.34
0	-183 mph	0.8201	Lise	badminton	2354	Michael	1232 m/s	592	-400	-498	1.0119	-0.5331	Bioengineering	1908	-0.5506
4	740 mph	0.2084	Chris	track & field	228	Vani	-694 m/s	-293	416	2122	0.8927	2.0881	Computer Engineering	135	0.3702
2	333 mph	1.0879	Reilly	boxing	117	Reilly	1588 m/s	432	165	973	0.636	1.2903	Data Science	-605	-1.3115
3	1402 mph	-0.4213	Andrew	soccer	482	Tony	920 m/s	129	238	533	0.8777	1.4176	Computer Science	927	0.9278
2	887 mph	1.7917	Vani	track & field	-127	Reilly	1229 m/s	256	732	735	1.2224	0.8403	Applied Mathematics	558	0.8551
5	-251 mph	0.5113	Eriq	running	1462	Sam	-778 m/s	-552	-151	1906	-0.0542	1.7783	Biotechnology	-200	-0.6195
2	837 mph	0.8428	None	track & field	-96	Reilly	2112 m/s	254	1185	1709	0.3732	0.1825	Data Science	391	1.2429
7	488 mph	-0.0849	Inan	tennis	782	Inan	1390 m/s	-182	-725	-662	0.3331	0.6669	Computational Media	-701	-0.4099
0	-1845 mph	0.8537	Tony	motor sports	654	Eriq	11 m/s	680	-862	301	0.0814	0.3514	Statistics	-1219	-0.1381
2	1232 mph	0.8633	Vani	track & field	-786	Lise	-398 m/s	2197	1069	998	1.0145	-0.3014	Applied Mathematics	-331	0.416
2	2417 mph	0.8619	Vani	track & field	733	Reilly	571 m/s	1824	896	1470	-0.5819	0.9513	Applied Mathematics	1057	1.1303
4	-425 mph	1.868	Chris	volleyball	1060	Vani	-498 m/s	-190	1580	1061	1.4514	-0.0737	Computer Engineering	-422	0.8264
6	-54 mph	0.8124	Chris	ice hockey	1721	Chris	1926 m/s	1351	1467	NULL	0.7305	0.5843	Human Computer Interaction	-1193	-0.2754
4	867 mph	1.4511	Chris	volleyball	1772	Vani	1890 m/s	-688	341	1288	0.7486	1.4566	Technology and Information Management	-1072	1.3616
5	212 mph	-0.2539	Michael	running	1198	Sam	2132 m/s	728	543	-278	2.055	0.0942	Biotechnology	1591	1.5874
4	-34 mph	1.7646	CHRIS	boxing	-231	Vani	517 m/s	79	188	266	-0.5535	1.2909	Computational Media	-275	0.7675
0	50 mph	-0.7172		motor sports	2041	Michael	2562 m/s	948	1434	-729	1.6017	-0.6123	Bioengineering	-991	-0.8747
1	1566 mph	-0.3571	Fabrice	baseball	-55	Andrew	98 m/s	775	1606	64	1.7073	2.1514	Bioinformatics	-75	-0.8833
6	430 mph	0.2125	Tony	golf	1677	Chris	613 m/s	1176	1068	2074	0.482	0.1526	Computer Game Design	724	1.3748
2	1138 mph	0.7254	Vani	track & field	-394	Inan	527 m/s	-1040	2177	2076	0.2655	-1.386	Data Science	759	3.0932
6	1741 mph		Tony	ice hockey	-626	Chris	848 m/s	-641	953	-697	-0.2468	0.8306	Games and Playable Media	1054	1.624
3	1239 mph	0.0801	Andrew	motor sports	161	Tony	861 m/s	866	400	-417	-0.0207	2.1576	Natural Language Processing	615	0.2552
4	394 mph	0.7275	Chris	volleyball	374	Vani	686 m/s	-97	1368	-20	-0.5248	-0.4624	Technology and Information Management	306	-0.3859
3	1021 mph	-0.0389	Andrew	soccer	973	Tony	2463 m/s	-393	838	2744	-0.3151	0.8602	Computer Science	1148	0.1207
5	355 mph	-0.2528	Michael	running	145	Sam	1427 m/s	-345	457	1091	0.0207	2.7892	Biotechnology	-881	1.259
3	1098 mph	0.6597	Andrew	soccer	1068	Chris	1980 m/s	717	621	-732	-1.3002	0.5622	None	2577	1.6723
3	1031 mph	-0.7302	Andrew	soccer	337	Tony	1407 m/s	897	1582	-394	-0.0291	0.5516	Computer Science	149	1.1732
4	1689 mph	-0.0203	Chris	volleyball	1104	Vani	470 m/s	179	603	1687	-0.3686	-0.3943	Robotics Engineering	111	-1.5008
0	340 mph	0.7847	Lise	motor sports	1773	Michael	1263 m/s	704	30	616	0.9272	?	Bioengineering	403	0.5911
7	870 mph	0.0768	Fabrice	track & field	842	Inan	2146 m/s	645	509	-8	-1.165	-1.4954	Computational Media	-251	1.1951
1	619 mph	-0.2151	Fabrice	baseball	-1366	Andrew	1182 m/s	1509	-86	-373	0.268	1.8808	Bioinformatics	-84	-0.1827
2	523 mph	1.4914	Vani	track & field	-174	Reilly	439 m/s	-131	1423	2312	-0.2275	1.6991	Applied Mathematics	-1692	1.4464
2	-394 mph	1.2424	Vani	TRACK & FIELD	104	Reilly	-801 m/s	522	-675	-1931	-0.8449	-0.1741	aPPLIED mATHEMATICS	2200	0.4799
1	1457 mph	0.0565	Fabrice	baseball	-416	Andrew	-785 m/s	3002	246	1655	1.5808	1.4712	Bioinformatics	800	-0.5008
2	-303 mph	0.2963	Reilly	track & field	85	Reilly	924 m/s	-1131	1189	-409	-0.7823	1.8572	Data Science	2446	0.7915
0	358 mph	0.1587	Lise	badminton	108	Eriq	-460 m/s	1060	-435	1718	0.5128	-0.0956	Computational Media	712	0.2836
7	814 mph	-0.222	Reilly	tennis	1388	Inan	746 m/s	2253	n/a	1426	1.5217	-0.168	Computational Media	148	0.8437
5	842 mph	-0.2475	Michael	football	41	Sam	274 m/s	?	882	1285	1.1301	1.8313	BIOTECHNOLOGY	-193	-0.3004
6	886 mph	1.0575	Tony	golf	1283	cHRIS	1330 m/s	1268	1341	-206	0.8759	-1.9888	Computer Game Design	1488	0.4509
5	967 mph	-0.3342	Eriq	running	1453	Sam	2279 m/s	-636	191	755	-1.551	1.524	Biotechnology	1605	0.8698
5	960 mph	1.2616	eriq	football	-82	Sam	997 m/s	2247	76	296	-1.1379	0.6378	Biotechnology	717	1.2339
6	661 mph	1.3043	Tony	golf	432	Fabrice	1390 m/s	1358	565	-1046	0.869	1.4418	Computer Game Design	1333	0.2282
6	538 mph	0.0173	Tony	golf	1052	Fabrice	1192 m/s	1378	729	-49	-0.2628	0.2026	Games and Playable Media	318	1.3605
0	361 mph	0.2118	N/A	badminton	2087	ERIQ	661 m/s	1913	428	1764	0.793	-0.1983	Statistics	1553	-0.2859
3	-422 mph	1.1943	Andrew	soccer	-117	Tony	-227 m/s	897	662	-528	-1.9032	1.0206	Computer Science	156	-0.4529
2	1093 mph	1.2462	Reilly	track & field	489	Reilly	3287 m/s	106	1666	-610	-0.1755	2.027	Data Science	1517	-0.4122
6	1941 mph	0.6271	Fabrice	ice hockey	301	Fabrice	1722 m/s	1392	648	44	1.0649	0.9441	Computer Game Design	2276	-0.6096
0	-94 mph	-0.0424	Lise	motor sports	634	Eriq	1454 m/s	1454	-188	100	0.5837	-0.9715	Bioengineering	131	2.3359
7	-587 mph	0.763	Inan	tennis	818	Inan	881 m/s	772	786	66	1.2276	-0.391	Computational Media	-45	0.0798
6	1723 mph	1.7572	tONY	golf	1413	Chris	258 m/s	773	2261	-305	1.7526	0.403	GAMES AND PLAYABLE MEDIA	-1263	0.9816
6	764 mph	1.552	Tony	ice hockey	2623	Chris	1665 m/s	1442	1585	616	-0.2939	-0.1183	Computer Game Design	984	0.9753
5	N/A	0.3285	Sam	None	405	Sam	430 m/s	1358	196	753	0.0211	1.4472	Biotechnology	-986	0.9923
1	927 mph	0.5006	Fabrice	running	537	Andrew	106 m/s	396	339	485	-1.4259	-1.1118	Computational Media	905	1.3742
1	1862 mph	0.0887	Fabrice	baseball	251	Andrew	571 m/s	-45	620	-599	0.9501	1.1309	Bioinformatics	-1292	0.2243
4	1323 mph	0.6654	Chris	badminton	1283	Vani	1004 m/s	771	844	112	-0.9577	0.7333	Computer Engineering	1498	0.3964
7	-1129 mph	0.0786	Inan	tennis	-47	Inan	1878 m/s	4	40	-137	-0.4741	-0.0843	Computational Media	987	1.719
4	341 mph	1.7758	Chris	boxing	153	Vani	1702 m/s	368	451	-1538	-0.9708	0.6423	Computer Engineering	-507	1.5215
1	397 mph	0.39	Fabrice	baseball	-47	Andrew	105 m/s	-328	135	-851	0.8679	1.5801	Bioinformatics	-300	-0.5488
5	-30 mph	-1.5654	Michael	football	610	Sam	-389 m/s	1191	651	796	-0.7196	0.2911	Biotechnology	-686	0.0884
4	780 mph	0.9893	Chris	volleyball	616	Vani	1058 m/s	-97	1475	-1740	-0.6511	2.0083	Robotics Engineering	-334	0.6454
7	789 mph	-0.0053	Inan	track & field	1088	Inan	153 m/s	1366	269	-898	2.0033	-1.4082	Computational Media	1077	0.103
7	2335 mph	0.3062	Inan	tennis	977	Chris	1924 m/s	1892	597	89	1.619	-0.4098	Computational Media	-146	0.1373
4	1758 mph	1.7051	CHRIS	volleyball	627	Vani	290 m/s	1957	None	1567	-0.1552	0.4821	Computer Engineering	645	0.7491
3	168 mph	1.0004	Andrew	soccer	233	Tony	-88 m/s	415	957	435	-1.5694	2.1721	Natural Language Processing	252	-0.0291
7	1709 mph	0.3234	Inan	tennis	1909	Tony	1682 m/s	2028	1070	-387	-0.1168	2.2213	Computational Media	-400	0.4248
3	1277 mph	-0.7687	Andrew	soccer	1483	Tony	795 m/s	757	2389	840	-0.5231	1.7468	Natural Language Processing	1680	0.5482
1	1551 mph	0.7897	Fabrice	baseball	-885	Andrew	737 m/s	1044	685	55	3.3069	0.2465	Bioinformatics	-915	0.5506
7	-339 mph	0.6885	Inan	tennis	1059	Inan	1766 m/s	1250	568	891	1.6061	0.5878	Bioinformatics	378	1.3074
4	-649 mph	0.9073	Chris	boxing	568	Vani	-1244 m/s	2184	1062	1324	1.3114	2.2569	Computer Engineering	37	1.1857
4	-525 mph	2.287	Chris	boxing	-698	Vani	990 m/s	1465	-155	410	-0.0922	0.5311	Computer Engineering	-1254	1.3251
1	-223 mph	0.5436	Fabrice	baseball	-152	Andrew	1084 m/s	706	746	-38	0.6398	0.6356	Bioinformatics	981	0.0137
1	145 mph	-0.6772	Fabrice	baseball	885	aNDREW	911 m/s	-734	1403	1536	1.5814	0.8664	Bioinformatics	1289	1.1677
5	-1536 mph	0.2588	Sam	football	1549	Sam	2300 m/s	140	108	1297	-0.9851	1.5545	Computational Media	327	1.2764
1	-201 mph	0.4215	Fabrice	baseball	-286	Andrew	391 m/s	1273	53	368	0.4806	1.6527	Bioinformatics	460	-0.2052
7	238 mph	-0.9694	Inan	basketball	217	iNAN	-213 m/s	-504	733	-69		1.2217	Computational Media	977	-0.1164
1	566 mph	0.1975	Fabrice	baseball	-969	Andrew	121 m/s	n/a	703	520	-0.5494	N/A	Bioinformatics	926	1.0251
3	-101 mph	-0.9653	Andrew	soccer	1494	Tony	1861 m/s	-1222	1499	1931	0.4136	1.1487	Natural Language Processing	649	-0.0553
4	-259 mph	0.6888	Chris	boxing	1320	Vani	-1112 m/s	34	213	575	0.2098	1.6939	Computer Engineering	-312	2.2655
0	177 mph	1.0804	Lise	badminton	1284	Eriq	1293 m/s	606	-74	761	1.7989	0.7166	Bioengineering	-492	-0.002
2	668 mph	1.7258	Reilly	TRACK & FIELD	2149	Reilly	517 m/s	456	1238	129	0.8295	1.2507	Computer Game Design	-511	0.2693
2	768 mph	1.2483	Vani	boxing	1335	Tony	-998 m/s	-499	1582	70	0.3872	0.3147	Applied Mathematics	-795	-0.3298
1	1360 mph	0.999	Fabrice	baseball	-26	Andrew	None	2449	338	-441	0.1949	1.1207	Computational Media	1238	-0.721
5	-579 mph	-1.4063	Fabrice	football	1610	Sam	1148 m/s	-1083	1107	240	-0.1973	-0.1895	Biotechnology	-124	-0.0248
6	-585 mph	0.1019	Tony	golf	424	Fabrice	1284 m/s	189	654	-17	0.3954	0.7013	Games and Playable Media	427	2.3593
7	-20 mph	0.5877	Inan	basketball	2284	Inan	813 m/s	-834	1274	-1109	1.1688	0.6021	Computational Media	-632	1.3008
4	1060 mph	1.4607	Inan	volleyball	840	Vani	-286 m/s	698	930	577	-0.0471	0.9765	Technology and Information Management	-317	0.4651
6	1111 mph	1.4095	Inan	volleyball	1279	Fabrice	553 m/s	774	970	1143	2.4237	0.499	Robotics Engineering	703	1.367
5	1793 mph	-0.2308	Sam	running	2054	Sam	251 m/s	-376	468	254	0.5403	0.7733	Biotechnology	1219	1.0664
5	964 mph	0.2391	Michael	football	1272	Sam	1497 m/s	795	400	-261	0.2096	0.6742	Biotechnology	2187	-0.1305
2	-272 mph	0.6414	Vani	ice hockey	278	Reilly	365 m/s	2036	1824	1674	0.2667	-0.8614	Applied Mathematics	138	1.4593
0	-114 mph	0.0816	lise	volleyball	1406	Eriq	1646 m/s	733	867	-285	2.8679	0.5467	Statistics	846	-0.3419
5	1061 mph	2.105	Eriq	football	1563	Sam	1143 m/s	11	448	-424	0.4097	0.4088	Biotechnology	570	1.5971
4	685 mph	0.1715	Chris	volleyball	1629	Vani	488 m/s	501	552	735	0.8921	1.7212	Computer Engineering	407	-0.6204
6	1138 mph	0.7911	Tony	golf	883	Fabrice	2371 m/s	302	1009	706	1.7348	1.7807	Computer Game Design	2328	0.76
6	97 mph	1.1593	Tony	golf	864	Chris	-354 m/s	842	N/A	712	-0.6728	2.2106	Games and Playable Media	209	1.1184
5	1069 mph	-0.0887		football	728	Sam	2046 m/s	-677	-521	-1970	-0.5072	0.4888	Biotechnology	209	0.4251
2	1478 mph	0.0343	Reilly	track & field	949	Reilly	621 m/s	1178	251	982	-0.2481	0.6081	Data Science	240	1.317
1	816 mph	1.1059	Fabrice	baseball	468	ANDREW	1014 m/s	1166	742	1633	1.2102	0.3146	Bioinformatics	-48	0.5937
4	95 mph	2.7516	Chris	volleyball	710	Vani	-841 m/s	733	1310	982	1.1076	2.0114	Technology and Information Management	541	1.8773
1	978 mph	-0.0489	Fabrice	baseball	939	Andrew	771 m/s	702	376	-1632	2.2289	-0.3922	Bioinformatics	0	-0.471
7	815 mph	0.2654	Inan	tennis	310	Inan	1521 m/s	109	380	-849	-0.9349	2.0712	Computational Media	-10	0.3017
4	-481 mph	0.9512	Chris	boxing	2651	Vani	-623 m/s	790	-135	174	-1.3811	-0.0203	Electrical Engineering	899	-0.145
3	1391 mph	0.8068	Andrew	soccer	1502	Tony	1246 m/s	1339	799	1655	0.2707	0.797	Natural Language Processing	-583	-0.2723
7	1510 mph	0.652	Inan	ice hockey	445	Fabrice	794 m/s	1334	753	-172	0.0563	0.3944	Computational Media	-929	-0.5617
4	-224 mph	2.0764	Chris	tennis	856	Vani	-430 m/s	484	1993	1180	-0.9155	2.1429	Technology and Information Management	1184	-0.4959
5	-1014 mph	0.4558	Michael	football	483	Sam	515 m/s	1359	1160	356	-1.1862	-0.1792	Biotechnology	168	
4	462 mph	0.4114	Chris	volleyball	251		166 m/s	-1083	663	-452	-1.7226	-0.7218	Computer Engineering	-725	1.0789
6	999 mph	0.4518	Tony	golf	2448	Chris	1324 m/s	102	1107	-1141	0.2542	0.0714	Computer Game Design	894	-0.2777
0	-625 mph	-0.4603	Lise	basketball	1822	Michael	1161 m/s	765	1067	233	0.4303	0.0982	Statistics	458	0.5268
4	-41 mph	0.775	Chris	boxing	?	Vani	988 m/s	1200	1324	-298	-1.2391	-1.1931	Robotics Engineering	1187	1.6216
1	1245 mph	0.1742	Reilly	baseball	1298	Andrew	-674 m/s	1240	594	45	1.3213	0.6373	Bioinformatics	1177	0.088
3	204 mph	0.4996	Andrew	soccer	15	Tony	-137 m/s	1209	1436	19	0.4307	0.1539	Natural Language Processing	-41	1.1087
0	230 mph	0.2757	Lise	badminton	727	Lise	1752 m/s	1064	-15	292	1.1207	0.9858	Statistics	675	1.3496
4	324 mph	1.037	Chris	boxing	1626	Vani	1749 m/s	-1036	401	-1060	-0.5194	0.7949	Computational Media	-813	0.9531
7	317 mph	1.1636	Inan	boxing	279	Inan	71 m/s	1704	-416	-228	-0.3277	-0.0251	cOMPUTATIONAL mEDIA	-499	0.9622
6	None	1.4358	Tony	ice hockey	1126	Chris	-8 m/s	539	479	-526	1.0422	1.2399	Games and Playable Media	-826	-0.6152
2	-131 mph	1.302	Vani	track & field	-442	Inan	1220 m/s	1942	-610	1430	-0.2499	0.0715	Applied Mathematics	-730	-0.5316
4	1328 mph	1.9992	Chris	boxing	1712	Vani	890 m/s	1191	1623	1125	0.128	3.0338	Computer Engineering	51	0.2672
7	372 mph	-0.1146	Inan	tennis	501	Inan	532 m/s	33	770	-207	-0.9635	1.0039	Computational Media	-605	0.5475
3	-1027 mph	0.3647	Andrew	soccer	1047	Tony	1124 m/s	-896	622	-228	0.2009	0.6361	Computer Science	769	0.5004
2	270 mph	1.1668	Reilly	track & field	-304	Reilly	-495 m/s	437	1225	891	-0.5791	1.9865	Applied Mathematics	-621	0.0535
1	378 mph	0.1247	Fabrice	baseball	1203	Andrew	-486 m/s	1312	74	985	0.6382	-0.0761	Bioinformatics	-120	-0.1255
2	448 mph	0.595	Reilly	baseball	-293	Reilly	1547 m/s	2056	1234	1299	0.0462	1.1658	Applied Mathematics	1029	0.6144
4	667 mph	0.2394	Chris	volleyball	1499	Vani	-514 m/s	1083	257	532	-1.6429	1.3125	Computer Engineering	534	1.4825
6	1281 mph	0.8894	Tony	golf	1706	Chris	1246 m/s	351	1053	103	0.1467	0.1809	Computer Game Design	1073	1.048
1	2199 mph	-0.3031	Fabrice	Baseball	-94	Andrew	-1131 m/s	-507	38	465	3.1648	-0.0497	Bioinformatics	-1023	1.0802
2	1138 mph	0.5203	Vani	track & field	-330	Reilly	1364 m/s	641	1207	-1212	-0.4378	1.6055	Applied Mathematics	-643	0.6422
5	40 mph	0.82	Michael	running	99	Sam	1109 m/s	627	190	1646	0.3709	-0.3211	Biotechnology	-627	-0.0038
4	1233 mph	1.3385	Chris	Boxing	1123	Vani	662 m/s	433	757	2912	1.8054	3.0056	Computer Engineering	-593	n/a
2	589 mph	0.0318	Reilly	track & field	14	Reilly	1626 m/s	1234	574	-205	-0.8029	1.5244	Data Science	45	0.7211
0	1138 mph	-0.1991	Lise	badminton	1597	Eriq	734 m/s	-526	-1255	158	1.5438	0.7797	Statistics	1371	0.8167
6	1288 mph	1.2121	Tony	ice hockey	-20	CHRIS	77 m/s	571	950	-410	1.4924	0.5001	Computer Game Design	-310	0.4094
0	-955 mph	-0.5227	Lise	motor sports	-268	Michael	1273 m/s	-810	-559	1050	-0.1058	0.3302	Electrical Engineering	869	0.0613
3	170 mph	-0.4698	Chris	?	-429	Tony	2349 m/s	210	984	-17	0.0895	1.4642	Natural Language Processing	1188	0.8034
4	140 mph	1.3117	Chris	boxing	-939	Vani	-1132 m/s	359	4	-506	0.1482	0.0879	Computer Engineering	847	-0.5363
5	-466 mph	-0.4277	Eriq	basketball	1738	Sam	742 m/s	1569	351	1312	-1.7652	1.1239	Biotechnology	3889	-0.2627
2	1119 mph	0.2745	Reilly	track & field	241	Reilly	2319 m/s	1038	1680	-1270	0.1787	1.6711	Data Science	-183	0.3629
0	1560 mph	-1.3255	Lise	motor sports	731	Eriq	1772 m/s	821	1106	-75	-0.0067	0.3839	Bioengineering	74	-0.1598
1	21 mph	-0.4957	Fabrice	baseball	978	Andrew	221 m/s	1728	591	-242	0.4033	1.0051	Bioinformatics	853	0.1283
4	792 mph	0.2493	Fabrice	running	1847	Vani	-880 m/s	-1273	1841	1130	0.6626	2.147	Computer Engineering	1055	1.2519
3	1374 mph	0.8693	Andrew	soccer	1018	Tony	1147 m/s	317	862	892	-0.6359	1.1288	Computer Science	174	0.4548
1	1528 mph	0.2566	Fabrice	baseball	355	Andrew	-1107 m/s	2061	1007	647	-0.2129	0.0487	Bioinformatics	387	0.5398
6	379 mph	1.52	Tony	golf	892	Chris	90 m/s	-40	-237	-1520	1.1637	-1.2888	Computer Science	2126	-1.1585
7	-641 mph	0.4496	Inan	basketball	-523	Inan	685 m/s	431	655	-842	0.3227	-0.2485	Computational Media	-673	0.4145
1	1007 mph	0.9628	Fabrice	baseball	1585	Andrew	125 m/s	1682	-104	1046	1.6359	1.3101	Bioinformatics	120	0.6481
7	944 mph	-0.6846	Reilly	track & field	665	Inan	1679 m/s	1429	-10	196	0.3933	1.4334	Data Science	-2059	-0.0898
6	541 mph	0.214	Tony	ice hockey	25	Chris	1394 m/s	239	1530	-1076	1.5539	1.0031	Statistics	1352	0.9799
2	1814 mph	1.3665	Reilly	TRACK & FIELD	88	Lise	196 m/s	-134	845	990	-0.7329	-0.0566	Applied Mathematics	-229	0.4967
7	12 mph	1.6254	Inan	basketball	2347	Lise	1192 m/s	1602	174	-431	-0.0566	-1.2513	Computational Media	1173	1.2653
6	562 mph	0.3657	Tony	golf	1167	Chris	1459 m/s	1151	958	1016	1.1798	1.8385	Computer Game Design	1319	1.2191
5	-9 mph	0.5126	Sam	football	771	Sam	1734 m/s	552	230	434	2.0943	1.5619	Biotechnology	921	1.501
